School Code,School Name,School Type,Address 1,Town,State,TOTAL_Enrollment,Average Salary,Zipcode
2810350,STEM Middle Academy,Public School,60 Alton Street,Springfield,MA,288,65293,1109
2810020,Samuel Bowles,Public School,24 Bowles Park,Springfield,MA,333,65293,1104
2810355,South End Middle School,Public School,36 Margaret Street,Springfield,MA,246,65293,1105
2810500,Springfield Central High,Public School,1840 Roosevelt Avenue,Springfield,MA,2055,65293,1109
2810570,Springfield High School,Public School,"Dickenson Bldg, 37 Alderman Street",Springfield,MA,117,65293,1108
2810530,Springfield High School of Science and Technology,Public School,1250 State Street,Springfield,MA,1366,65293,1109
2810005,Springfield Public Day Elementary School,Public School,34 Nye Street,Springfield,MA,54,65293,1104
2810550,Springfield Public Day High School,Public School,90 Berkshire Street,Springfield,MA,111,65293,1151
2810345,Springfield Public Day Middle School,Public School,118 Alden Street,Springfield,MA,56,65293,1109
2810160,Sumner Avenue,Public School,45 Sumner Avenue,Springfield,MA,576,65293,1108
2810205,The Springfield Renaissance School an Expeditionary Learning School,Public School,1170 Carew Street,Springfield,MA,713,65293,1104
2810015,Thomas M Balliet,Public School,52 Rosewell St,Springfield,MA,323,65293,1109
2810480,Van Sickle Academy,Public School,1170 Carew Street,Springfield,MA,330,65293,1104
2810485,Van Sickle International Baccalaureate,Public School,1170 Carew Street,Springfield,MA,365,65293,1104
2810180,Warner,Public School,493 Parker Street,Springfield,MA,279,65293,1129
2810185,Washington,Public School,141 Washington Street,Springfield,MA,434,65293,1108
2810190,White Street,Public School,300 White Street,Springfield,MA,449,65293,1108
2810045,William N. DeBerry,Public School,670 Union Street,Springfield,MA,298,65293,1109
2840005,Colonial Park,Public School,30 Avalon Road,Stoneham,MA,266,66693,2180
2840025,Robin Hood,Public School,70 Oak Street,Stoneham,MA,368,66693,2180
2840030,South,Public School,11 Summer Street,Stoneham,MA,334,66693,2180
2840405,Stoneham Central Middle School,Public School,101 Central Street,Stoneham,MA,706,66693,2180
2840505,Stoneham High,Public School,149 Franklin Street,Stoneham,MA,679,66693,2180
2850012,Edwin A Jones Early Childhood Center,Public School,137 Walnut Street,Stoughton,MA,90,76466,2072
2850010,Helen Hansen Elementary,Public School,1800 Central Street,Stoughton,MA,248,76466,2072
2850025,Joseph H Gibbons,Public School,235 Morton Street,Stoughton,MA,363,76466,2072
2850014,Joseph R Dawe Jr Elementary,Public School,131 Pine Street,Stoughton,MA,378,76466,2072
2850405,O'Donnell Middle School,Public School,211 Cushing Street,Stoughton,MA,797,76466,2072
2850015,South Elementary,Public School,171 Ash Street,Stoughton,MA,255,76466,2072
2850505,Stoughton High,Public School,232 Pearl Street,Stoughton,MA,1061,76466,2072
2850020,West Elementary,Public School,1322 Central Street,Stoughton,MA,363,76466,2072
2870005,Burgess Elementary,Public School,45 Burgess School Rd,Sturbridge,MA,917,72921,1566
4890505,Sturgis Charter Public School,Charter School,427 Main Street,Hyannis,MA,804,,2601
2880305,Ephraim Curtis Middle,Public School,22 Pratts Mill Road,Sudbury,MA,977,76991,1776
2880025,General John Nixon Elementary,Public School,472 Concord Road,Sudbury,MA,357,76991,1776
2880015,Israel Loring School,Public School,80 Woodside Road,Sudbury,MA,487,76991,1776
2880010,Josiah Haynes,Public School,169 Haynes Road,Sudbury,MA,387,76991,1776
2880030,Peter Noyes,Public School,280 Old Sudbury Road,Sudbury,MA,595,76991,1776
2890005,Sunderland Elementary,Public School,1 Swampfield Drive,Sunderland,MA,257,75424,1375
2900003,Sutton Early Learning,Public School,383 Boston Road,Sutton,MA,316,72210,1590
2900005,Sutton Elementary,Public School,Boston Rd,Sutton,MA,331,72210,1590
2900510,Sutton High School,Public School,Boston Rd,Sutton,MA,426,72210,1590
2900305,Sutton Middle School,Public School,Boston Rd,Sutton,MA,375,72210,1590
2910005,Clarke,Public School,100 Middlesex Avenue,Swampscott,MA,206,75877,1907
2910010,Hadley,Public School,24 Redington Street,Swampscott,MA,297,75877,1907
2910020,Stanley,Public School,10 Whitman Rd,Swampscott,MA,278,75877,1907
2910505,Swampscott High,Public School,200 Essex Street,Swampscott,MA,677,75877,1907
2910305,Swampscott Middle,Public School,207 Forest Avenue,Swampscott,MA,773,75877,1907
2920006,Elizabeth S Brown,Public School,29 Gardners Neck Road,Swansea,MA,299,62775,2777
2920015,Gardner,Public School,10 Church Street,Swansea,MA,243,62775,2777
2920505,Joseph Case High,Public School,70 School Street,Swansea,MA,528,62775,2777
2920305,Joseph Case Jr High,Public School,195 Main Street,Swansea,MA,497,62775,2777
2920020,Joseph G Luther,Public School,100 Pearse Road,Swansea,MA,220,62775,2777
2920017,Mark G Hoyle Elementary,Public School,70 Community Lane,Swansea,MA,263,62775,2777
7700405,Tantasqua Regional Jr High,Public School,320B Brookfield Rd,Fiskdale,MA,582,73069,1518
7700505,Tantasqua Regional Sr High,Public School,319 Brookfield Rd,Fiskdale,MA,760,73069,1518
7700605,Tantasqua Regional Vocational,Public School,319 Brookfield Rd,Fiskdale,MA,497,73069,1518
2930315,Benjamin Friedman Middle,Public School,500 Norton Avenue,Taunton,MA,804,73662,2780
2930010,East Taunton Elementary,Public School,58R Stevens Street,East Taunton,MA,607,73662,2718
2930007,Edmund Hatch Bennett,Public School,47 North Walker Street,Taunton,MA,333,73662,2780
2930005,Edward F. Leddy Preschool,Public School,36 Second Street,Taunton,MA,329,73662,2780
2930027,Elizabeth Pole,Public School,215 Harris Street,Taunton,MA,610,73662,2780
2930057,H H Galligan,Public School,15 Sheridan Street,Taunton,MA,246,73662,2780
2930035,Hopewell,Public School,16 Monroe Street,Taunton,MA,292,73662,2780
2930305,John F Parker Middle,Public School,60 Williams Street,Taunton,MA,453,73662,2780
2930008,Joseph C Chamberlain,Public School,480 Norton Avenue,Taunton,MA,529,73662,2780
2930042,Joseph H Martin,Public School,131 Caswell Street,East Taunton,MA,722,73662,2718
2930015,Mulcahey Elementary School,Public School,28 Clifford Street,Taunton,MA,489,73662,2780
2930525,Taunton Alternative High School,Public School,120 Cohannet Street,Taunton,MA,89,73662,2780
2930505,Taunton High,Public School,50 Williams Street,Taunton,MA,2502,73662,2780
2950010,Heath-Brook,Public School,165 Shawsheen Street,Tewksbury,MA,338,73944,1876
2950023,John F. Ryan,Public School,135 Pleasant Street,Tewksbury,MA,536,73944,1876
2950305,John W. Wynn Middle,Public School,1 Griffin Way,Tewksbury,MA,617,73944,1876
2950001,L F Dewing,Public School,1469 Andover Street,Tewksbury,MA,564,73944,1876
2950025,Louise Davy Trahan,Public School,12 Salem Rd,Tewksbury,MA,255,73944,1876
2950020,North Street,Public School,133 North Street,Tewksbury,MA,257,73944,1876
2950505,Tewksbury Memorial High,Public School,320 Pleasant Street,Tewksbury,MA,980,73944,1876
2960005,Tisbury Elementary,Public School,40 West William Street,Vineyard Haven,MA,321,81262,2568
2980005,Proctor Elementary,Public School,60 Main Street,Topsfield,MA,244,84050,1983
2980010,Steward Elementary,Public School,261 Perkins Row,Topsfield,MA,382,84050,1983
8780605,Tri-County Regional Vocational Technical,Public School,147 Pond Street,Franklin,MA,1023,79134,2038
7730020,Newbury Elementary,Public School,63 Hanover Street,Newbury,MA,440,75098,1951
7730025,Pine Grove,Public School,191 Main Street,Rowley,MA,471,75098,1969
7730015,Salisbury Elementary,Public School,100 Lafayette Rd.,Salisbury,MA,494,75098,1952
7730505,Triton Regional High School,Public School,112 Elm Street,Byfield,MA,716,75098,1922
7730405,Triton Regional Middle School,Public School,112 Elm Street,Byfield,MA,394,75098,1922
3000005,Truro Central,Public School,P O Box 2029,Truro,MA,116,72678,2666
3010020,Tyngsborough Elementary,Public School,205 Westford Road,Tyngsborough,MA,787,71705,1879
3010505,Tyngsborough High School,Public School,36 Norris Rd,Tyngsborough,MA,507,71705,1879
3010305,Tyngsborough Middle,Public School,50 Norris Rd,Tyngsborough,MA,419,71705,1879
4800405,UP Academy Charter School of Boston,Charter School,215 Dorchester Street,South Boston,MA,472,,2127
7740010,Chilmark Elementary,Public School,8 State Road,Chilmark,MA,44,83477,2535
7740020,West Tisbury Elementary,Public School,401 Old County Road,West Tisbury,MA,349,83477,2575
8790605,Upper Cape Cod Vocational Technical,Public School,220 Sandwich Rd,Bourne,MA,709,68731,2532
3040515,Gateway to College,Public School,300 Quaker Highway,Uxbridge,MA,46,70226,1569
3040015,McCloskey Middle School,Public School,62 Capron Street,Uxbridge,MA,419,70226,1569
3040005,Taft Early Learning Center,Public School,16 Granite Street,Uxbridge,MA,477,70226,1569
3040505,Uxbridge High,Public School,300 Quaker Highway,Uxbridge,MA,482,70226,1569
3040020,Whitin Elementary School,Public School,120 Granite Street,Uxbridge,MA,411,70226,1569
4980405,Veritas Preparatory Charter School,Charter School,370 Pine Street,Springfield,MA,313,,1105
7750310,Central Tree Middle,Public School,281 Main Street,Rutland,MA,402,68835,1543
7750315,Chocksett Middle School,Public School,40 Boutelle Road,Sterling,MA,377,68835,1564
7750018,Davis Hill Elementary,Public School,78 Jamieson Road,Holden,MA,456,68835,1520
7750020,Dawson,Public School,155 Salisbury Street,Holden,MA,507,68835,1520
7750001,Early Childhood Center,Public School,1745 Main Street,Jefferson,MA,150,68835,1522
7750060,Glenwood Elementary School,Public School,65 Glenwood Road,Rutland,MA,360,68835,1543
7750027,Houghton Elementary,Public School,32 Boutelle Road,Sterling,MA,392,68835,1564
7750032,Leroy E.Mayo,Public School,351 Bullard Street,Holden,MA,492,68835,1520
7750305,Mountview Middle,Public School,270 Shrewsbury Street,Holden,MA,809,68835,1520
7750005,Naquag Elementary School,Public School,285 Main Street,Rutland,MA,323,68835,1543
7750040,Paxton Center,Public School,19 West Street,Paxton,MA,495,68835,1612
7750045,Thomas Prince,Public School,170 Sterling Road,Princeton,MA,395,68835,1541
7750505,Wachusett Regional High,Public School,1401 Main Street,Holden,MA,2140,68835,1520
3050005,Dolbeare,Public School,340 Lowell Street,Wakefield,MA,442,68907,1880
3050001,Early Childhood Center at the Doyle School,Public School,11 Paul Avenue,Wakefield,MA,129,68907,1880
3050310,Galvin Middle School,Public School,525 Main Street,Wakefield,MA,1085,68907,1880
3050020,Greenwood,Public School,1030 Main Street,Wakefield,MA,223,68907,1880
3050505,Wakefield Memorial High,Public School,60 Farm Street,Wakefield,MA,1016,68907,1880
3050040,Walton,Public School,18 Davidson Road,Wakefield,MA,201,68907,1880
3050015,Woodville School,Public School,30 Farm Street,Wakefield,MA,442,68907,1880
3060005,Wales Elementary,Public School,PO Box 247,Wales,MA,164,64373,1081
3070305,Bird Middle,Public School,625 Washington Street,East Walpole,MA,480,74124,2032
3070010,Boyden,Public School,1852 Washington Street,Walpole,MA,378,74124,2081
3070002,Daniel Feeney Preschool Center,Public School,415 Elm Street,Walpole,MA,82,74124,2081
3070310,Eleanor N Johnson Middle,Public School,111 Robbins Road,Walpole,MA,446,74124,2081
3070005,Elm Street School,Public School,415 Elm Street,Walpole,MA,428,74124,2081
3070015,Fisher,Public School,65 Gould Street,Walpole,MA,456,74124,2081
3070018,Old Post Road,Public School,99 Old Post Road,East Walpole,MA,442,74124,2032
3070505,Walpole High,Public School,275 Common Street,Walpole,MA,1143,74124,2081
3080032,Douglas MacArthur Elementary School,Public School,494 Lincoln Street,Waltham,MA,432,75383,2451
3080065,Henry Whittemore Elementary School,Public School,30 Parmenter Road,Waltham,MA,445,75383,2453
3080060,James Fitzgerald Elementary School,Public School,140 Beal Road,Waltham,MA,448,75383,2453
3080404,John F Kennedy Middle,Public School,655 Lexington St,Waltham,MA,505,75383,2452
3080415,John W. McDevitt Middle School,Public School,75 Church Street,Waltham,MA,586,75383,2453
3080040,Northeast Elementary School,Public School,70 Putney Lane,Waltham,MA,523,75383,2452
3080050,Thomas R Plympton Elementary School,Public School,20 Farnsworth Street,Waltham,MA,439,75383,2451
3080001,Waltham Public Schools Dual Language Program,Public School,510 Moody Street,Waltham,MA,40,75383,2453
3080505,Waltham Sr High,Public School,617 Lexington Street,Waltham,MA,1586,75383,2452
3080005,William F. Stanley Elementary School,Public School,250 South Street,Waltham,MA,457,75383,2453
3090020,Stanley M Koziol Elementary School,Public School,4 Gould Rd,Ware,MA,414,61266,1082
3090505,Ware Junior/Senior High School,Public School,237 West Street,Ware,MA,475,61266,1082
3090305,Ware Middle School,Public School,239 West Street,Ware,MA,337,61266,1082
3100003,John William Decas,Public School,760 Main Street,Wareham,MA,608,68502,2576
3100017,Minot Forest,Public School,85 Minot Avenue,Wareham,MA,507,68502,2571
3100315,Wareham Cooperative Alternative School,Public School,4 Viking Drive,Wareham,MA,61,68502,2571
3100305,Wareham Middle,Public School,4 Viking Drive,Wareham,MA,767,68502,2571
3100505,Wareham Senior High,Public School,7 Viking Drive,Wareham,MA,518,68502,2571
3140015,Cunniff,Public School,246 Warren Street,Watertown,MA,296,76887,2472
3140020,Hosmer,Public School,1 Concord Rd,Watertown,MA,633,76887,2472
3140025,James Russell Lowell,Public School,175 Orchard Street,Watertown,MA,432,76887,2472
3140505,Watertown High,Public School,50 Columbia Street,Watertown,MA,662,76887,2472
3140305,Watertown Middle,Public School,68 Waverley Avenue,Watertown,MA,569,76887,2472
3150005,Claypit Hill School,Public School,40 Adams Lane,Wayland,MA,539,89900,1778
3150015,Happy Hollow School,Public School,63 Pequot Rd,Wayland,MA,386,89900,1778
3150020,Loker School,Public School,47 Loker Street,Wayland,MA,257,89900,1778
3150505,Wayland High School,Public School,264 Old Connecticut Path,Wayland,MA,828,89900,1778
3150305,Wayland Middle School,Public School,201 Main Street,Wayland,MA,636,89900,1778
3160505,Bartlett High School,Public School,52 Lake Parkway,Webster,MA,443,71242,1570
3160015,Park Avenue Elementary,Public School,58 Park Avenue,Webster,MA,845,71242,1570
3160315,Webster Middle School,Public School,75 Poland Street,Webster,MA,566,71242,1570
3170050,Ernest F Upham,Public School,35 Wynnewood Rd,Wellesley,MA,222,90041,2481
3170025,Hunnewell,Public School,28 Cameron Street,Wellesley,MA,251,90041,2482
3170020,John D Hardy,Public School,293 Weston Rd,Wellesley,MA,308,90041,2482
3170015,Joseph E Fiske,Public School,45 Hastings Street,Wellesley,MA,441,90041,2481
3170005,Katharine Lee Bates,Public School,116 Elmwood Rd,Wellesley,MA,379,90041,2481
3170045,Schofield,Public School,27 Cedar Street,Wellesley,MA,368,90041,2481
3170048,Sprague Elementary School,Public School,401 School Street,Wellesley,MA,392,90041,2482
3170305,Wellesley Middle,Public School,50 Kingsbury Street,Wellesley,MA,1145,90041,2481
3170505,Wellesley Sr High,Public School,50 Rice Street,Wellesley,MA,1512,90041,2481
3180005,Wellfleet Elementary,Public School,100 Lawrence Road,Wellfleet,MA,113,80134,2667
3220005,Major Edwards Elementary,Public School,70 Crescent Street,West Boylston,MA,402,70796,1583
3220505,West Boylston Junior/Senior High,Public School,125 Crescent Street,West Boylston,MA,513,70796,1583
3230305,Howard School,Public School,70 Howard Street,West Bridgewater,MA,270,66220,2379
3230003,Rose L Macdonald,Public School,1 Stepping Stone Dr,West Bridgewater,MA,257,66220,2379
3230005,Spring Street School,Public School,2 Spring Street,West Bridgewater,MA,141,66220,2379
3230505,West Bridgewater Junior/Senior,Public School,155 West Center,West Bridgewater,MA,619,66220,2379
3320515,21st Century Skills Academy,Public School,174 Brush Hill Avenue,West Springfield,MA,14,67340,1089
3320001,Cowing Early Childhood,Public School,160 Park Street,West Springfield,MA,120,67340,1089
3320005,John Ashley,Public School,88 Massasoit Avenue,West Springfield,MA,226,67340,1089
3320010,John R Fausey,Public School,784 Amostown Rd,West Springfield,MA,462,67340,1089
3320025,Memorial,Public School,201 Norman Street,West Springfield,MA,236,67340,1089
3320030,Mittineague,Public School,26 Second Street,West Springfield,MA,163,67340,1089
3320007,Philip G Coburn,Public School,115 Southworth Street,West Springfield,MA,515,67340,1089
3320040,Tatham,Public School,61 Laurel Rd,West Springfield,MA,227,67340,1089
3320505,West Springfield High,Public School,425 Piper Road,West Springfield,MA,1219,67340,1089
3320305,West Springfield Middle,Public School,31 Middle School Dr,West Springfield,MA,912,67340,1089
3210010,Annie E Fales,Public School,50 Eli Whitney Street,Westborough,MA,341,78661,1581
3210025,Elsie A Hastings Elementary,Public School,111 East Main Street,Westborough,MA,486,78661,1581
3210005,J Harding Armstrong,Public School,18 Fisher Street,Westborough,MA,400,78661,1581
3210045,Mill Pond School,Public School,6 Olde Hickory Path,Westborough,MA,889,78661,1581
3210305,Sarah W Gibbons Middle,Public School,20 Fisher Street,Westborough,MA,636,78661,1581
3210505,Westborough High,Public School,90 West Main Street,Westborough,MA,1053,78661,1581
3250020,Abner Gibbs,Public School,50 West Silver Street,Westfield,MA,218,67184,1085
3250003,Fort Meadow Early Childhood Center,Public School,35 White Street,Westfield,MA,175,67184,1085
3250015,Franklin Ave,Public School,22 Franklin Avenue,Westfield,MA,251,67184,1085
3250025,Highland,Public School,34 Western Avenue,Westfield,MA,396,67184,1085
3250033,Munger Hill,Public School,33 Mallard Lane,Westfield,MA,394,67184,1085
3250305,North Middle School,Public School,350 Southampton Road,Westfield,MA,640,67184,1085
3250036,Paper Mill,Public School,148 Paper Mill Rd,Westfield,MA,433,67184,1085
3250055,Russell Elementary School,Public School,155 Highland Avenue,Russell,MA,184,67184,1071
3250310,South Middle School,Public School,30 West Silver Street,Westfield,MA,590,67184,1085
3250040,Southampton Road,Public School,330 Southampton Rd,Westfield,MA,453,67184,1085
3250505,Westfield High,Public School,177 Montgomery Rd,Westfield,MA,1269,67184,1085
3250605,Westfield Technical Academy,Public School,33 Smith Avenue,Westfield,MA,540,67184,1085
3260004,Abbot Elementary,Public School,25 Depot Street,Westford,MA,356,76165,1886
3260310,Blanchard Middle,Public School,14 West Street,Westford,MA,614,76165,1886
3260025,Col John Robinson,Public School,60 Robinson/Concord Rds,Westford,MA,271,76165,1886
3260007,Day Elementary,Public School,75 East Prescott Street,Westford,MA,357,76165,1886
3260045,John A. Crisafulli Elementary School,Public School,13 Robinson Road,Westford,MA,336,76165,1886
3260013,Millennium Elementary,Public School,23 Depot Street,Westford,MA,119,76165,1886
3260015,Nabnasset,Public School,99 Plain Rd,Westford,MA,361,76165,1886
3260055,Rita E. Miller Elementary School,Public School,1 Mitchell Way,Westford,MA,335,76165,1886
3260330,Stony Brook School,Public School,9 Farmer Way,Westford,MA,691,76165,1886
3260505,Westford Academy,Public School,30 Patten Road,Westford,MA,1680,76165,1886
3270005,Westhampton Elementary School,Public School,37 Kings Highway,Westhampton,MA,130,62763,1027
3300010,Country,Public School,2 Alphabet Lane,Weston,MA,285,93953,2493
3300012,Field Elementary School,Public School,16 Alphabet Lane,Weston,MA,347,93953,2493
3300505,Weston High,Public School,444 Wellesley Street,Weston,MA,706,93953,2493
3300305,Weston Middle,Public School,456 Wellesley Street,Weston,MA,514,93953,2493
3300015,Woodland,Public School,10 Alphabet Lane,Weston,MA,302,93953,2493
3310015,Alice A Macomber,Public School,154 Gifford Road,Westport,MA,383,74575,2790
3310030,Westport Elementary,Public School,380 Old County Rd,Westport,MA,491,74575,2790
3310515,Westport Junior/Senior High School,Public School,19 Main Road,Westport,MA,576,74575,2790
3350010,Deerfield School,Public School,72 Deerfield Avenue,Westwood,MA,223,86074,2090
3350012,Downey,Public School,250 Downey Street,Westwood,MA,244,86074,2090
3350305,E W Thurston Middle,Public School,850 High Street,Westwood,MA,795,86074,2090
3350017,Martha Jones,Public School,80 Martha Jones Rd,Westwood,MA,293,86074,2090
3350015,Paul Hanlon,Public School,790 Gay Street,Westwood,MA,222,86074,2090
3350505,Westwood High,Public School,200 Nahatan Street,Westwood,MA,999,86074,2090
3350050,Westwood Integrated Preschool,Public School,200 Nahatan Street,Westwood,MA,42,86074,2090
3350025,William E Sheehan,Public School,549 Pond St,Westwood,MA,344,86074,2090
3360310,Abigail Adams Middle School,Public School,89 Middle Street,East Weymouth,MA,939,79935,2189
3360005,Academy Avenue,Public School,94 Academy Avenue,Weymouth,MA,317,79935,2189
3360050,Frederick C Murphy,Public School,417 Front Street,Weymouth,MA,240,79935,2188
3360003,Johnson Early Childhood Center,Public School,70 Pearl Street,Weymouth,MA,199,79935,2191
3360065,Lawrence W Pingree,Public School,1250 Commercial Street,Weymouth,MA,220,79935,2189
3360020,Maria Weston Chapman Middle School,Public School,1051 Commercial Street,Weymouth,MA,916,79935,2189
3360085,Ralph Talbot,Public School,277 Ralph Talbot Street,South Weymouth,MA,282,79935,2190
3360060,Thomas V Nash,Public School,1003 Front Street,Weymouth,MA,231,79935,2190
3360105,Thomas W. Hamilton Primary School,Public School,400 Union Street,South Weymouth,MA,345,79935,2190
3360110,Wessagusset,Public School,75 Pilgrim Road,North Weymouth,MA,294,79935,2191
3360505,Weymouth High School,Public School,1 Wildcat Way,Weymouth,MA,1953,79935,2190
3360080,William Seach,Public School,770 Middle Street,Weymouth,MA,353,79935,2188
3370005,Whately Elementary,Public School,273 Long Plain Rd.,Whately,MA,129,87834,1093
7800315,Hanson Middle School,Public School,111 Liberty Street,Hanson,MA,402,77887,2341
7800035,Indian Head,Public School,720 Indian Head Street,Hanson,MA,343,77887,2341
7800030,John H Duval,Public School,60 Regal Street,Whitman,MA,495,77887,2382
7800010,Louise A Conley,Public School,100 Forest Street,Whitman,MA,561,77887,2382
7800025,Maquan Elementary,Public School,38 School Street,Hanson,MA,430,77887,2341
7800505,Whitman Hanson Regional,Public School,600 Franklin Street,Whitman,MA,1170,77887,2382
7800310,Whitman Middle,Public School,101 Corthell Avenue,Whitman,MA,599,77887,2382
8850605,Whittier Regional Vocational,Public School,115 Amesbury Line Rd,Haverhill,MA,1310,83260,1830
3400020,Anne T. Dunphy School,Public School,1 Petticoat Hill,Williamsburg,MA,158,65326,1096
3410010,Williamstown Elementary,Public School,115 Church Street,Williamstown,MA,450,70952,1267
3420005,Boutwell,Public School,17 Boutwell Street,Wilmington,MA,158,71281,1887
3420060,North Intermediate,Public School,320 Salem Street,Wilmington,MA,270,71281,1887
3420025,Shawsheen Elementary,Public School,298 Shawsheen Avenue,Wilmington,MA,359,71281,1887
3420080,West Intermediate,Public School,22 Carter Lane,Wilmington,MA,254,71281,1887
3420015,Wildwood,Public School,182 Wildwood Street,Wilmington,MA,178,71281,1887
3420505,Wilmington High,Public School,159 Church Street,Wilmington,MA,891,71281,1887
3420330,Wilmington Middle School,Public School,25 Carter Lane,Wilmington,MA,869,71281,1887
3420020,Woburn Street,Public School,227 Woburn Street,Wilmington,MA,412,71281,1887
3430040,Memorial,Public School,32 Elmwood Rd,Winchendon,MA,275,76449,1475
3430405,Murdock Academy for Success,Public School,3 Memorial Drive,Winchendon,MA,28,76449,1475
3430515,Murdock High School,Public School,3 Memorial Drive,Winchendon,MA,289,76449,1475
3430315,Murdock Middle School,Public School,3 Memorial Drive,Winchendon,MA,296,76449,1475
3430050,Toy Town Elementary,Public School,175 Grove Street,Winchendon,MA,281,76449,1475
3430010,Winchendon PreSchool Program,Public School,32 Elmwood Rd,Winchendon,MA,83,76449,1475
3440045,Ambrose Elementary,Public School,27 High Street,Winchester,MA,440,74033,1890
3440005,Lincoln Elementary,Public School,161 Mystic Valley Parkway,Winchester,MA,410,74033,1890
3440020,Lynch Elementary,Public School,10 Brantwood Road,Winchester,MA,546,74033,1890
3440305,McCall Middle,Public School,458 Main Street,Winchester,MA,1133,74033,1890
3440040,Muraco Elementary,Public School,33 Bates Road,Winchester,MA,404,74033,1890
3440025,Vinson-Owen Elementary,Public School,75 Johnson Road,Winchester,MA,422,74033,1890
3440505,Winchester High School,Public School,80 Skillings Road,Winchester,MA,1268,74033,1890
3460020,Arthur T. Cummings Elementary School,Public School,40 Hermon Street,Winthrop,MA,458,59424,2152
3460015,William P. Gorman/Fort Banks Elementary,Public School,101 Kennedy Drive,Winthrop,MA,472,59424,2152
3460505,Winthrop High School,Public School,400 Main Street,Winthrop,MA,576,59424,2152
3460305,Winthrop Middle School,Public School,60 Payson Street,Winthrop,MA,465,59424,2152
3470040,Clyde Reeves,Public School,240 Lexington Street,Woburn,MA,457,73237,1801
3470410,Daniel L Joyce Middle School,Public School,55 Locust Street,Woburn,MA,498,73237,1801
3470020,Daniel P Hurld,Public School,69 Bedford Rd,Woburn,MA,208,73237,1801
3470005,Goodyear Elementary School,Public School,41 Central Street,Woburn,MA,321,73237,1801
3470405,John F Kennedy Middle School,Public School,33 Middle Street,Woburn,MA,507,73237,1801
3470025,Linscott-Rumford,Public School,86 Elm Street,Woburn,MA,224,73237,1801
3470055,Malcolm White,Public School,36 Bow Street,Woburn,MA,322,73237,1801
3470065,Mary D Altavesta,Public School,980Â½ Main Street,Woburn,MA,246,73237,1801
3470043,Shamrock,Public School,60 Green Street,Woburn,MA,331,73237,1801
3470505,Woburn High,Public School,88 Montvale Avenue,Woburn,MA,1333,73237,1801
3470060,Wyman,Public School,677 Main/Eaton Avenue,Woburn,MA,181,73237,1801
3480020,Belmont Street Community,Public School,170 Belmont Street,Worcester,MA,558,78256,1605
3480405,Burncoat Middle School,Public School,135 Burncoat Street,Worcester,MA,563,78256,1606
3480503,Burncoat Senior High,Public School,179 Burncoat Street,Worcester,MA,1023,78256,1606
3480035,Burncoat Street,Public School,526 Burncoat Street,Worcester,MA,259,78256,1606
3480045,Canterbury,Public School,129 Canterbury Street,Worcester,MA,376,78256,1603
3480050,Chandler Elementary Community,Public School,114 Chandler Street,Worcester,MA,514,78256,1609
3480052,Chandler Magnet,Public School,525 Chandler Street,Worcester,MA,464,78256,1602
3480053,City View,Public School,80 Prospect Street,Worcester,MA,497,78256,1605
3480350,Claremont Academy,Public School,15 Claremont Street,Worcester,MA,532,78256,1610
3480055,Clark St Community,Public School,280 Clark Street,Worcester,MA,203,78256,1606
3480060,Columbus Park,Public School,75 Lovell Street,Worcester,MA,476,78256,1603
3480512,Doherty Memorial High,Public School,299 Highland Street,Worcester,MA,1555,78256,1602
3480095,Elm Park Community,Public School,23 North Ashland Street,Worcester,MA,499,78256,1609
3480090,Flagg Street,Public School,115 Flagg Street,Worcester,MA,404,78256,1602
3480415,Forest Grove Middle,Public School,495 Grove Street,Worcester,MA,997,78256,1605
3480177,Francis J McGrath Elementary,Public School,493 Grove Street,Worcester,MA,299,78256,1605
3480110,Gates Lane,Public School,1238 Main Street,Worcester,MA,596,78256,1603
3480100,Goddard School/Science Technical,Public School,14 Richards Street,Worcester,MA,517,78256,1603
3480115,Grafton Street,Public School,311 Grafton Street,Worcester,MA,409,78256,1604
3480002,Head Start,Public School,770 Main Street,Worcester,MA,560,78256,1610
3480136,Heard Street,Public School,200 Heard Street,Worcester,MA,269,78256,1603
3480140,Jacob Hiatt Magnet,Public School,772 Main Street,Worcester,MA,442,78256,1610
3480145,Lake View,Public School,133 Coburn Avenue,Worcester,MA,299,78256,1604
3480160,Lincoln Street,Public School,549 Lincoln Street,Worcester,MA,285,78256,1605
3480175,May Street,Public School,265 May Street,Worcester,MA,337,78256,1602
3480185,Midland Street,Public School,18 Midland Street,Worcester,MA,242,78256,1602
3480200,Nelson Place,Public School,35 Nelson Pl,Worcester,MA,454,78256,1605
3480202,Norrback Avenue,Public School,44 Malden Street,Worcester,MA,566,78256,1606
3480515,North High,Public School,140 Harrington Way,Worcester,MA,1307,78256,1604
3480210,Quinsigamond,Public School,14 Blackstone River Rd.,Worcester,MA,805,78256,1607
3480215,Rice Square,Public School,76 Massasoit Rd,Worcester,MA,412,78256,1604
3480220,Roosevelt,Public School,1006 Grafton Street,Worcester,MA,654,78256,1604
3480520,South High Community,Public School,170 Apricot Street,Worcester,MA,1421,78256,1603
3480423,Sullivan Middle,Public School,140 Apricot Street,Worcester,MA,863,78256,1603
3480230,Tatnuck,Public School,1083 Pleasant Street,Worcester,MA,385,78256,1602
3480235,Thorndyke Road,Public School,30 Thorndyke Rd,Worcester,MA,376,78256,1606
